X,Y,OBJECTID,Num,ARFVTP_ID,Agreement_Number,Project_Number,Recipient_Contractor,Project_Title,Project_Amount,Project_Type,Fuel_Type,Supply_Chain_Phase,RDD_D_Phase,Status,Project_Address,Project_City,Project_State,Project_Zip,Full_Address,Latitude,Longitude,Confidence,County,Senate_District,Senate_Sort,Assembly_District,Air_District,Electric_Service_Area,Disadvantaged_Community_OEHHA,Disadvantaged_Community_SB535,Low_Income_SB535,CES_Score,CES_Percentile,CES_Percentile_Range,Assembly_Sort,Project_Location,LowIncome_SB1000,Fiscal_Year,DAC_OEHHA__and_LIC_SB1000_,DAC_CARB__LIC_CARB_,Disadvantaged_Community_CES3,Disadvantaged_Community_CES4
-13626551.7424,4550960.4325,9946,,,ARV-10-032,42,ABAG,Bay Area EV Corridor Project: Phase I EVSE Development,21798.9725854,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,735 Vallejo St,San Francisco,CA,94133,"735 Vallejo St, San Francisco CA 94133",37.798222,-122.409397,High,San Francisco,State Senate District 11,11,State Assembly District 17,Bay Area,Pacific Gas & Electric Company,NO,No,Yes,29.6922332520667,58.1064044377206,,,Low Income,Yes,,,,NO,NO
-13825492.0289,4967933.8004,9947,,,ARV-22-008,,Redwood Coast Energy Authority,North Coast Plug-In Electric Vehicle Charging Network Phase 6,70000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,7351 Tompkins Hill Rd.,Eureka,CA,95501,"7351 Tompkins Hill Rd., Eureka CA 95501",40.698242,-124.196508,High,Humboldt,State Senate District 2,2,State Assembly District 2,North Coast Unified,Pacific Gas & Electric Company,NO,No,No,21.2669635108538,40.4689863842663,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-12955586.3133,3992521.4624,9948,,,ARV-13-026,5,SCAQMD,South Coast Air Basin DC Fast Charging Network,71421.95,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,73510 Fred Waring Dr,Palm Desert,CA,92260,"73510 Fred Waring Dr, Palm Desert CA 92260",33.729376,-116.382012,High,Riverside,State Senate District 19,19,State Assembly District 47,South Coast,Southern California Edison,NO,No,No,7.84548374206084,8.21986888552698,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-12955586.3133,3992521.4624,9949,,,,A-00424,CALeVIP Recipient,CALeVIP,140000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,73510 Fred Waring Dr,Palm Desert,CA,92260,"73510 Fred Waring Dr, Palm Desert CA 92260",33.729376,-116.382012,High,Riverside,State Senate District 19,19,State Assembly District 47,South Coast,Southern California Edison,NO,No,No,7.84548374206084,8.21986888552698,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-12955586.3133,3992521.4624,9950,,,ARV-10-001,127,ClipperCreek,Update Existing EV infrastructure To SAE-J1772tm Without Stranding Existing Drivers,11986.1555903,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,73-510 Fred Waring Dr,Palm Desert,CA,92260,"73-510 Fred Waring Dr, Palm Desert CA 92260",33.729376,-116.382012,High,Riverside,State Senate District 19,19,State Assembly District 47,South Coast,Southern California Edison,NO,No,No,7.84548374206084,8.21986888552698,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13090454.0242,4044998.5237,9951,,,ARV-10-001,189,ClipperCreek,Update Existing EV infrastructure To SAE-J1772tm Without Stranding Existing Drivers,2996.53889758,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,7364 Archibald Ave,Rancho Cucamonga,CA,91730,"7364 Archibald Ave, Rancho Cucamonga CA 91730",34.12053564,-117.59354926,High,San Bernardino,State Senate District 29,29,State Assembly District 50,South Coast,Southern California Edison,NO,No,No,30.4364497204828,59.5436207766011,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-12955376.8101,4000132.7238,9952,,,ARV-13-046,14,County of Riverside,Riverside County EDA Electric Vehicle Infrastructure Expansion,8881.365,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,73705 Gerald Ford Rd,Palm Desert,CA,92211,"73705 Gerald Ford Rd, Palm Desert CA 92211",33.786221,-116.38013,High,Riverside,State Senate District 19,19,State Assembly District 47,South Coast,Southern California Edison,NO,No,No,7.15780904215207,7.07261724659607,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-12955280.1847,3992633.6298,9953,,,ARV-11-011,1,Coachella Valley Association of Governments,Coachella Valley Plug-In Electric Vehicle/Neighborhood Electric Vehicle Readiness Plan,193564.74,Regional Alternative Fuel Readiness and Planning,Electric,Local Infra,Regional Readiness,Complete,73710 Fred Waring Dr,Palm Desert,CA,92260,"73710 Fred Waring Dr, Palm Desert CA 92260",33.730214,-116.379262,High,Riverside,State Senate District 19,19,State Assembly District 47,South Coast,Southern California Edison,NO,No,No,7.84548374206084,8.21986888552698,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13502734.212,4568314.9044,9954,,,,F-00243,CALeVIP Recipient,CALeVIP,24000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,741 Flint Ave,Stockton,CA,95206,"741 Flint Ave, Stockton CA 95206",37.9213057,-121.2971252,High,San Joaquin,State Senate District 5,5,State Assembly District 13,San Joaquin Valley Unified,Pacific Gas & Electric Company,YES,Yes,Yes,49.0666290079257,86.8003025718608,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13254061.3641,4078056.2323,9955,,,ZVI-22-026,,Ventura Energy LLC,City of Santa Paula EV Charging Stations,387572,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,742 N Ojai Rd,Santa Paula,CA,93060,"742 N Ojai Rd, Santa Paula CA 93060",34.366021,-119.063259,High,Ventura,State Senate District 21,21,State Assembly District 38,Ventura,Southern California Edison,NO,No,Yes,28.3383559282545,55.5345436207766,,,Low Income,Yes,,,,NO,NO
-13042361.1922,3865962.5575,9956,,,ARV-12-016,1,"AeroVironment, Inc.",Car2Go Fleet EVSE Programs-YMCA's,36120.576,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,7444 Mission Valley Rd,San Diego,CA,92108,"7444 Mission Valley Rd, San Diego CA 92108",32.778668,-117.161524,High,San Diego,State Senate District 39,39,State Assembly District 78,San Diego,San Diego Gas & Electric,NO,No,Yes,29.2302604064341,57.2995461422088,,,Low Income,Yes,,,,NO,NO
-13092514.2964,4044954.0637,9957,,,ARV-10-001,184,ClipperCreek,Update Existing EV infrastructure To SAE-J1772tm Without Stranding Existing Drivers,2996.53889758,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,7484 Vineyard Ave,Rancho Cucamonga,CA,91730,"7484 Vineyard Ave, Rancho Cucamonga CA 91730",34.120205,-117.612057,High,San Bernardino,State Senate District 29,29,State Assembly District 50,South Coast,Southern California Edison,NO,No,No,31.2197927297152,61.1069087241553,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-12953269.3095,3995853.7557,9958,,,ARV-10-001,126,ClipperCreek,Update Existing EV infrastructure To SAE-J1772tm Without Stranding Existing Drivers,5993.07779515,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,74855 Country Club Dr,Palm Desert,CA,92260,"74855 Country Club Dr, Palm Desert CA 92260",33.754268,-116.361198,High,Riverside,State Senate District 19,19,State Assembly District 47,South Coast,Southern California Edison,NO,No,No,11.1972057845767,15.9102370146243,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-12952846.518,3999605.1486,9959,,,ARV-16-006,2,"EV Connect, Inc.",EV Connect East-West Corridors,139409.74,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,74900 Gerald Ford Dr,Palm Desert,CA,92211,"74900 Gerald Ford Dr, Palm Desert CA 92211",33.782282,-116.3574,High,Riverside,State Senate District 19,19,State Assembly District 47,South Coast,Southern California Edison,NO,No,No,7.15780904215207,7.07261724659607,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13569932.6456,4385857.6345,9960,,,ARV-10-032,20,ABAG,Bay Area EV Corridor Project: Phase I EVSE Development,14532.6483902,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,750 Cannery Rd,Monterey,CA,93940,"750 Cannery Rd, Monterey CA 93940",36.617018,-121.900779,High,Monterey,State Senate District 17,17,State Assembly District 30,Monterey Bay Unified,Pacific Gas & Electric Company,NO,No,No,9.99520485474135,12.922339889057,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13634515.4274,4539645.4885,9961,,,ARV-09-007,1155,ChargePoint,No City Left Behind,2397.89473684,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,750 Gonzalez Dr,San Francisco,CA,94132,"750 Gonzalez Dr, San Francisco CA 94132",37.717862,-122.480936,High,San Francisco,State Senate District 11,11,State Assembly District 19,Bay Area,Pacific Gas & Electric Company,NO,No,Yes,29.9601740566724,58.5980837115482,,,Low Income,Yes,,,,NO,NO
-13634515.4274,4539645.4885,9962,,,ARV-09-007,1212,ChargePoint,No City Left Behind,2397.89473684,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,750 Gonzalez Dr,San Francisco,CA,94132,"750 Gonzalez Dr, San Francisco CA 94132",37.717862,-122.480936,High,San Francisco,State Senate District 11,11,State Assembly District 19,Bay Area,Pacific Gas & Electric Company,NO,No,Yes,29.9601740566724,58.5980837115482,,,Low Income,Yes,,,,NO,NO
-13491000.8927,4251619.5338,9963,,,ARV-14-014,15,Adopt A Charger,"Adopt-A-Charger, the California State Parks and the CEC: 61 EV Chargers at 12 State Parks",60281.3385245902,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,750 Hearst Castle Rd,San Simeon,CA,93452,"750 Hearst Castle Rd, San Simeon CA 93452",35.643075,-121.191723,High,San Luis Obispo,State Senate District 17,17,State Assembly District 30,San Luis Obispo,Pacific Gas & Electric Company,NO,No,No,9.79798020876822,12.4432677760968,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13606279.3499,4507239.4413,9964,,,ARV-09-007,1288,ChargePoint,No City Left Behind,4795.78947368,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,750 Marshall St,Redwood City,CA,94063,"750 Marshall St, Redwood City CA 94063",37.487228,-122.227287,High,San Mateo,State Senate District 13,13,State Assembly District 21,Bay Area,Pacific Gas & Electric Company,YES,Yes,No,40.3672335779198,75.6177508825013,,,Disadvantaged Community,No,,,,NO,YES
-13606279.3499,4507239.4413,9965,,,ARV-12-052,4,"Green Charge Networks, LLC.",Smart Grid Enabled DC Fast Charging with Energy Storage,130447.061875,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,750 Marshall St,Redwood City,CA,94063,"750 Marshall St, Redwood City CA 94063",37.487228,-122.227287,High,San Mateo,State Senate District 13,13,State Assembly District 21,Bay Area,Pacific Gas & Electric Company,YES,Yes,No,40.3672335779198,75.6177508825013,,,Disadvantaged Community,No,,,,NO,YES
-13566448.4568,4490568.2897,9966,,,,I-271830,CALeVIP Recipient,CALeVIP,110000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,750 N King Rd,San Jose,CA,95133,"750 N King Rd, San Jose CA 95133",37.368301,-121.86948,High,Santa Clara,State Senate District 10,10,State Assembly District 24,Bay Area,Pacific Gas & Electric Company,NO,No,No,34.0077669253804,65.8345940494201,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13135879.4719,4002398.9348,9967,,,,A-00123,CALeVIP Recipient,CALeVIP,65030.25,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,7501 Katella Ave,Stanton,CA,90680,"7501 Katella Ave, Stanton CA 90680",33.803139,-118.001613,High,Orange,State Senate District 36,36,State Assembly District 70,South Coast,Southern California Edison,NO,No,Yes,37.2542147203546,70.9026727181039,,,Low Income,Yes,,,,NO,NO
-13328318.7002,4417577.3067,9968,,,,F-00030,CALeVIP Recipient,CALeVIP,280000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,7505 N Willow Ave,Fresno,CA,93720,"7505 N Willow Ave, Fresno CA 93720",36.845385,-119.730324,High,Fresno,State Senate District 12,12,State Assembly District 8,San Joaquin Valley Unified,Pacific Gas & Electric Company,NO,No,No,28.2358516057212,55.3832576903681,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13042078.886,3864887.5014,9969,,,ARV-09-005,99,Blink Acquisition,Nissan Electric Vehicle Demonstration and Vehicle Infrastructure Evaluation,10272.783323,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,7510 Hazard Center Dr,San Diego,CA,92108,"7510 Hazard Center Dr, San Diego CA 92108",32.770548,-117.158988,High,San Diego,State Senate District 39,39,State Assembly District 78,San Diego,San Diego Gas & Electric,NO,No,Yes,25.1855063197451,49.1805345436208,,,Low Income,Yes,,,,NO,NO
-13041987.7599,3889585.6965,9970,,,ARV-09-005,1200,Blink Acquisition,Nissan Electric Vehicle Demonstration and Vehicle Infrastructure Evaluation,10272.783323,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,7525 Torrey Santa Fe Rd,San Diego,CA,92129,"7525 Torrey Santa Fe Rd, San Diego CA 92129",32.9569086,-117.1581694,High,San Diego,State Senate District 38,38,State Assembly District 76,San Diego,San Diego Gas & Electric,NO,No,No,8.23825749222274,9.01412002017146,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-12844762.8622,3870769.3378,9971,,,ARV-19-037,,Holtville Unified School District,Electric School Bus and Charging Infrastructure,56366.98,MD/HD ZEV Infrastructure,Electric,Local Infra,Deployment,Complete,755 Olive Ave,Holtville,CA,92250,"755 Olive Ave, Holtville CA 92250",32.814965,-115.386468,High,Imperial,State Senate District 18,18,State Assembly District 36,Imperial,Imperial Irrigation District,NO,No,Yes,35.1563677104149,67.8265254664649,,,Low Income,Yes,,,,NO,NO
-13088231.0563,4014023.8266,9972,,,ARV-14-041,1,City of Corona,"""Ready, Set, Plug In"" - PEV Readiness Activities in Corona, CA",80176.19,Regional Alternative Fuel Readiness and Planning,Electric,Local Infra,Regional Readiness,Complete,755 Public Safety Way,Corona,CA,92880,"755 Public Safety Way, Corona CA 92880",33.88987,-117.57358,High,Riverside,State Senate District 31,31,State Assembly District 58,South Coast,Southern California Edison,YES,Yes,No,48.6564898863063,86.333837619768,,,Disadvantaged Community,No,,,,YES,YES
-13571509.5975,4486828.9867,9973,,,ARV-21-021,,"Central Concrete Supply Co., Inc.",Blueprint for Zero Emission Concrete Logistics,200000,Regional Alternative Fuel Readiness and Planning,Electric,Local Infra,Regional Readiness,Complete,755 Stockton Ave.,San Jose,CA,95126,"755 Stockton Ave., San Jose CA 95126",37.3416,-121.914945,High,Santa Clara,State Senate District 15,15,State Assembly District 25,Bay Area,Pacific Gas & Electric Company,NO,No,Yes,29.4391472514479,57.6903681290973,,,Low Income,Yes,,,,NO,NO
-13042215.3637,3880605.2739,9974,,,ARV-09-005,1186,Blink Acquisition,Nissan Electric Vehicle Demonstration and Vehicle Infrastructure Evaluation,3424.26110767,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,7552 Trade St,San Diego,CA,92121,"7552 Trade St, San Diego CA 92121",32.889192,-117.160214,High,San Diego,State Senate District 40,40,State Assembly District 78,San Diego,San Diego Gas & Electric,NO,No,No,19.0923585004743,35.3630862329803,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13337120.955,4417788.6089,9975,,,,F-00330,CALeVIP Recipient,CALeVIP,28000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,7555 N Palm Ave,Fresno,CA,93711,"7555 N Palm Ave, Fresno CA 93711",36.846904,-119.809396,High,Fresno,State Senate District 12,12,State Assembly District 8,San Joaquin Valley Unified,Pacific Gas & Electric Company,NO,No,No,36.3691423682749,69.7175995965708,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13412215.5472,4578278.1853,9976,,,ARV-10-001,270,ClipperCreek,Update Existing EV infrastructure To SAE-J1772tm Without Stranding Existing Drivers,2996.53889758,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,7591 Reynolds Ferry Rd,Sonora,CA,95370,"7591 Reynolds Ferry Rd, Sonora CA 95370",37.9918757,-120.4839822,High,Tuolumne,State Senate District 4,4,State Assembly District 8,Tuolumne,Pacific Gas & Electric Company,NO,No,Yes,27.4392018200037,53.857791225416,,,Low Income,Yes,,,,NO,NO
-13088516.602,4013739.4267,9977,,,ARV-10-054,8,South Coast Air Quality Management District (SCAQMD),Alternative and Renewable Fuel and Vehicle Technology Program,293984,Natural Gas Fueling Infrastructure,Natural Gas,Local Infra,Deployment,Complete,760 Corporation Yard Way,Corona,CA,92880,"760 Corporation Yard Way, Corona CA 92880",33.8877492,-117.5761451,High,Riverside,State Senate District 31,31,State Assembly District 58,South Coast,City of Corona Department of Water & Power,YES,Yes,No,48.6564898863063,86.333837619768,,,Disadvantaged Community,No,,,,YES,YES
-13028148.3649,3865180.2194,9978,,,ARV-09-005,114,Blink Acquisition,Nissan Electric Vehicle Demonstration and Vehicle Infrastructure Evaluation,13697.0444307,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,7601 Alvarado Rd,La Mesa,CA,91942,"7601 Alvarado Rd, La Mesa CA 91942",32.772759,-117.033848,High,San Diego,State Senate District 39,39,State Assembly District 79,San Diego,San Diego Gas & Electric,NO,No,Yes,31.8996632923922,62.2415532022189,,,Low Income,Yes,,,,NO,NO
-13153412.2917,4019499.8499,9979,,,ARV-10-045,19,SCAQMD,SoCal EV Ready Project,13873.7623762,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,7601 Imperial Hwy,Downey,CA,90242,"7601 Imperial Hwy, Downey CA 90242",33.930695,-118.159113,High,Los Angeles,State Senate District 30,30,State Assembly District 64,South Coast,Southern California Edison,NO,No,No,,,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13135630.3389,4009020.1018,9980,,,,A-00392,CALeVIP Recipient,CALeVIP,140000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,7621 Beach Blvd,Buena Park,CA,90620,"7621 Beach Blvd, Buena Park CA 90620",33.852549,-117.999375,High,Orange,State Senate District 36,36,State Assembly District 67,South Coast,Southern California Edison,NO,No,Yes,28.0887372785329,55.1689359556228,,,Low Income,Yes,,,,NO,NO
-13148285.25,4025974.2646,9981,,,ARV-14-052,1,"North American Repower, LLC",The Sectran Security PHEV-Renewal Natural Gas Truck Demonstration Project,991142,Medium- & Heavy- Duty Advanced Vehicle Technology Demonstration,Natural Gas,Vehicles,Demonstration,Complete,7633 Industry Ave,Pico Rivera,CA,90660,"7633 Industry Ave, Pico Rivera CA 90660",33.978938,-118.113056,High,Los Angeles,State Senate District 30,30,State Assembly District 56,South Coast,Southern California Edison,YES,Yes,Yes,53.3254777057538,91.1749873928391,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
